line_number,lyric_line
6798,"Oh, when it all, it all falls down"
6799,"Come on, come on"
6800,"I'm tellin' you all, it all falls down"
6801,And when it all falls down
6802,"I say, ""Fuck the police,"" that's how I treat 'em"
6803,"We buy our way out of jail, but we can't buy freedom"
6804,"We'll buy a lot of clothes, but we don't really need 'em"
6805,Things we buy to cover up what's inside
6806,'Cause they made us hate ourself and love they wealth
6807,"That's why shorty's hollerin', ""Where the ballers at?"""
6808,"Drug dealer buy Jordan, crackhead buy crack"
6809,And the white man get paid off of all of that
6810,But I ain't even gon' act holier than thou
6811,"'Cause fuck it, I went to Jacob with 25 thou"
6812,Before I had a house and I'd do it again
6813,"‘Cause I wanna be on 106 & Park, pushin' a Benz"
6814,I want to act ballerific like it's all terrific
6815,"I got a couple past-due bills, I won't get specific"
6816,I got a problem with spendin' before I get it
6817,"We all self-conscious, I'm just the first to admit it"
6818,"Oh, when it all, it all falls down"
6819,"C'mon, c'mon"
6820,"And when it falls down, who you gon' call now?"
6821,"I'm tellin' you all, it all falls down"
6822,"C'mon c'mon, and when it falls down"
6823,"Oh, when it all, it all falls down"
6824,"Southside, Southside"
6825,We gon' set this party off right
6826,"I'm tellin' you all, it all falls down"
6827,"Westside, Westside"
6828,We gon' set this party off right
6829,"Oh when it all, it all falls down"
6830,"Chi-Town, Chi-Town"
6831,We gon' show 'em how we get down
6832,"I'm tellin' you all, it all falls down"
6833,"Now, Syleena, you just like a safe belt, you saved my life"
6834,C'mon
6835,"Oh when it all, it all falls down"
6836,"I'm tellin' you all, it all falls down"
6837,One glad morning
6838,When this life is over
6839,I'll fly away
6840,To a land where
6841,Joy shall never end
6842,I'll fly away
6843,Oh I'll fly away oh glory
6844,I'll fly away
6845,When I die Hallelujah bye and bye
6846,I'll fly away
6847,I've been workin' this graveshift and I ain't made shit
6848,I wish I could buy me a spaceship and fly past the sky
6849,I've been workin' this graveshift and I ain't made shit
6850,I wish I could buy me a spaceship and fly past the sky
6851,If my manager insults me again
6852,I will be assaulting him
6853,After I fuck the manager up
6854,Then I'm gonna shorten the register up
6855,"Let's go back, back to the Gap"
6856,"Look at my check, wasn't no scratch"
6857,"So if I stole, wasn't my fault"
6858,"Yeah, I stole, never got caught"
6859,They take me to the back and pat me
6860,Askin' me about some khakis
6861,But let some black people walk in
6862,I bet you they show off their token blackie
6863,"Oh, now they love Kanye"
6864,Let's put him all in the front of the store
6865,"So I'm on break, next to the ""No Smoking"" sign"
6866,With a blunt in the mall
6867,"Takin' my hits, writin' my hits"
6868,"Writin' my rhymes, playin' my mind"
6869,This fuckin' job can't help him
6870,"So I quit, y'all welcome"
6871,Y'all don't know my struggle
6872,"Y'all can't match my hustle, you can't catch my hustle"
6873,"You can't fathom my love, dude, lock yourself in a room"
6874,Doin' 5 beats a day for 3 summers
6875,That's A Different World like Cree Summer's
6876,I deserve to do these numbers
6877,"""The kid that made that deserves that Maybach!"""
6878,So many records in my basement
6879,I'm just waitin' on my spaceship
6880,I've been workin' this graveshift and I ain't made shit
6881,I wish I could buy me a spaceship and fly past the sky
6882,I've been workin' this graveshift and I ain't made shit
6883,I wish I could buy me a spaceship and fly past the sky
6884,And I didn't even try to work a job
6885,"Represent the mob, at the same time"
6886,"Thirsty on the grind, Chi state of mind"
6887,"Lost my momma, lost my mind"
6888,"Life my love, that's not mine"
6889,"""Why you ain't signed?"" Wasn't my time"
6890,"Leave me alone, work for y'all"
6891,"Half of it's yours, half of it's mine"
6892,"Only one to ball, never one to fall"
6893,"Gotta get mine, gotta take mine"
6894,"Got a Tec-9, reach my prime"
6895,Gotta make these haters respect mine
6896,In the mall till 12 when my schedule had said 9
6897,"Puttin' them pants on shelves, waitin' patiently I ask myself"
6898,"Where I wanna go, where I wanna be"
6899,Life is much more than runnin' in the streets
6900,"Holla at 'Ye, hit me with the beat"
6901,"Put me on my feet, sound so sweet"
6902,"Yes, I'm the same ol' G, same goatee, stayin' low key, nope"
6903,"Holler at God, ""Man, why'd you have to take my folks?"""
6904,"Hope to see Freddie G., Yusef G, love my G"
6905,"Rolly G, police watch me smoke my weed, count my G's"
6906,Got a lot of people countin' on me
6907,And I'm just tryin' to find my peace
6908,Should've finished school like my niece
6909,"Then I finally wouldn't use my piece, blaow!"
6910,"(Aww, man, this pressure)"
6911,I've been workin' this graveshift and I ain't made shit
6912,I wish I could buy me a spaceship and fly past the sky
6913,I've been workin' this graveshift and I ain't made shit
6914,I wish I could buy me a spaceship and fly past the sky
6915,I 'member havin' to take the dollar cab
6916,Comin' home real late at night
6917,Standin' on my feet all damn day
6918,Tryin' to make this thing right
6919,"And havin' one of my co-workers say ""Yo, you look just like"
6920,"This kid I seen in an old Busta Rhymes video the other night"""
6921,"Well, easy come, easy go, how that saying goes"
6922,"No more broad service, cars, and them TV shows"
6923,I had all that snatched from me
6924,A&Rs and they faculties all turn their back on me
6925,And didn't want to hear a rap from me
6926,So naturally actually had to face things factually
6927,Had to be a catastrophe with the fridges staring back at me
6928,"'Cause nothing's there, nothing's fair"
6929,I don't wanna ever go back there
6930,So I won't be takin' no days off 'til my spaceship takes off
6931,I've been workin' this graveshift and I ain't made shit
6932,I wish I could buy me a spaceship and fly past the sky
6933,I've been workin' this graveshift and I ain't made shit
6934,I wish I could buy me a spaceship and fly past the sky
6935,"I wanna fly, I wanna fly"
6936,I said I want my chariot to pick me up
6937,"And take me, brother, for a ride"
6938,We at war
6939,"We at war with terrorism, racism"
6940,But most of all we at war with ourselves
6941,(Jesus walk)
6942,God show me the way because the Devil's tryna break me down
6943,(Jesus walk with me)
6944,You know what the Midwest is? Young and restless
6945,Where restless (Niggas) might snatch your necklace
6946,And next these (Niggas) might jack your Lexus
6947,Somebody tell these (Niggas) who Kanye West is
6948,I walk through the valley of the Chi where death is
6949,Top floor the view alone will leave you breathless *gasps*
6950,Try to catch it *gasps* it's kinda hard
6951,"Getting choked by detectives, yeah, yeah, now check the method"
6952,"They be askin' us questions, harass and arrest us"
6953,"Sayin' ""We eat pieces of shit like you for breakfast"""
6954,Huh? Y'all eat pieces of shit? What's the basis?
6955,We ain't going nowhere but got suits and cases
6956,"A trunk full of coke, rental car from Avis"
6957,My mama used to say only Jesus can save us
6958,Well mama I know I act a fool
6959,"But I'll be gone 'til November, I got packs to move"
6960,I hope
6961,(Jesus walk)
6962,God show me the way because the Devil's tryna break me down
6963,(Jesus walk with me)
6964,The only thing that I pray is that my feet don't fail me now
6965,(Jesus walk)
6966,And I don't think there's nothin' I can do now to right my wrongs
6967,(Jesus walk with me)
6968,I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
6969,(Jesus walk)
6970,God show me the way because the Devil's tryna break me down
6971,(Jesus walk with me)
6972,The only thing that I pray is that my feet don't fail me now
6973,(Jesus walk)
6974,And I don't think there's nothin' I can do now to right my wrongs
6975,(Jesus walk with me)
6976,I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
6977,"So long, so long"
6978,(Jesus walk with me)
6979,"To the hustlers, killers, murderers, drug dealers, even the scrippers"
6980,(Jesus walks for them)
6981,"To the victims of welfare feel we livin' in Hell here, hell yeah"
6982,(Jesus walks for them)
6983,"Now, hear ye, hear ye, want to see Thee more clearly"
6984,I know He hear me when my feet get weary
6985,'Cause we're the almost nearly extinct
6986,"We rappers is role models: we rap, we don't think"
6987,I ain't here to argue about His facial features
6988,Or here to convert atheists into believers
6989,I'm just tryna say the way school need teachers
6990,"The way Kathie Lee needed Regis, that's the way I need Jesus"
6991,"So here go my single, dawg, radio needs this"
6992,They say you can rap about anything except for Jesus
6993,"That means guns, sex, lies, videotape"
6994,"But if I talk about God my record won't get played, huh?"
6995,Well if this take away from my spins
6996,Which'll probably take away from my ends
6997,Then I hope this take away from my sins
6998,And bring the day that I'm dreamin' about
6999,"Next time I'm in the club, everybody screamin' out"
7000,(Jesus walk)
7001,God show me the way because the Devil's tryna break me down
7002,(Jesus walk with me)
7003,The only thing that I pray is that my feet don't fail me now
7004,"When it comes to being true, at least true to me"
7005,"One thing I've found, one thing I found"
7006,"Oh no, you'll never let me down"
7007,"Get up, I get down, get up, I get down"
7008,"Yo, first I snatched the streets, then I snatched the charts"
7009,"First I had they ear, now I have they heart"
7010,"Rappers came and went, I've been here from the start"
7011,"I seen them put it together, watched them take it apart"
7012,Seen the Rovers roll up with ribbons
7013,"I seen them re-po'd, re-sold, then re-driven"
7014,"So when I reload, he holds number one position"
7015,"When you hot, I'm hot"
7016,"And when your feet cold, mines is sizzling"
7017,"It's plain to see, niggas can't fuck with me"
7018,'cause I'ma be that nigga for life
7019,"This is not an image, this is God-given"
7020,"This is hard-livin', mixed with Cristal sippin'"
7021,"It's the most consistent, Hov"
7022,Give you the most hits you can fit inside a whole disc and
7023,"Nigga I'm home on these charts, y'all niggas visitin'"
7024,"It's Hov tradition, Jeff Gordon of rap"
7025,"I'm back to claim pole position, holla at ya boy"
7026,"When it comes to being true, at least true to me"
7027,"One thing I've found, one thing I found"
7028,"Oh no, you'll never let me down"
7029,"Get up, I get down, get up, I get down"
7030,"Get up, I get down, get up"
7031,I get down for my grandfather who took my mama
7032,Made her sit in that seat where white folks ain't want us to eat
7033,"At the tender age of 6, she was arrested for the sit-ins"
7034,And with that in my blood I was born to be different
7035,Now niggas can't make it to ballots to choose leadership
7036,But we can make it to Jacob's and to the dealership
7037,That's why I hear new music and I just don't be feelin' it
7038,"Racism's still alive, they just be concealin' it"
7039,But I know they don't want me in the damn club
7040,They even made me show ID to get inside of Sam's Club
7041,I done did dirt and went to church to get my hands scrubbed
7042,Swear I've been baptized 'least three or four times
7043,But in the land where niggas praise Yukons and getting paid
7044,It's gonna take a lot more than coupons to get us saved
7045,Like it take a lot more than doo rags to get you waves
7046,Nothing sad as that day my girl's father passed away
7047,So I promised to Mr. Rainey I'm gonna marry your daughter
7048,And you know I gotta thank you for the way that she was brought up
7049,And I know that you were smiling when you see the car I bought her
7050,You sent tears from heaven when you seen my car get balled up
7051,But I can't complain what the accident did to my left eye
7052,'Cause look what an accident did to Left Eye
7053,First Aaliyah now Romeo must die
7054,I know I got angels watching me from the other side
7055,"When it comes to being true, at least true to me"
7056,"One thing I've found, one thing I found"
7057,"Oh no, you'll never let me down"
7058,"Get up, I get down, get up, I get down"
7059,We are all here for a reason on a particular path
7060,You don't need a curriculum to know that you're a part of the math
7061,Cats think I'm delirious but I'm so damn serious
7062,That's why I expose my soul to the globe; the world
7063,I'm trying to make it better for these little boys and girls
7064,I'm not just another individual
7065,My spirit is a part of this that's why I get spiritual
7066,But I get my hymns from Him
7067,"So it's not me, it's He that's lyrical"
7068,"I'm not a miracle, I'm a heaven-sent instrument"
7069,My rhythmatic regiment navigates melodic notes
7070,For your soul and your mental
7071,"That's why I'm instrumental, vibrations is what I'm into"
7072,Yeah I need my loot by rent day
7073,But that ain't what gives me the heart of Kunta Kinte
7074,"I'm trying to get us ""us free"" like Cinque"
7075,"I can't stop, that's why I'm hot"
7076,"Determination, dedication, motivation"
7077,I'm talking to you of my many inspirations
7078,When I say I can't let you or self-down
7079,"If I were on the highest cliff, on the highest riff"
7080,And if you slipped off the side and clinched on to your life
7081,"In my grip, I would never ever let you down"
7082,And when these words are found
7083,Let it be known that God's penmanship has been signed
7084,With a language called love
7085,That's why my breath is felt by the deaf
7086,And while my words are heard and confined to the ears of the blind
7087,I too dream in color and in rhyme
7088,So I guess I'm one of a kind in a full house
7089,"'Cause whenever I open my heart, my soul or my mouth"
7090,A touch of God reigns out
7091,Take 'em to church
7092,"When it comes to being true, at least true to me"
7093,"One thing I found, one thing I found"
7094,"Oh no, you'll never let me down"
7095,"Get up, I get, get up, I get"
7096,"Get up, I get, get up, I get down"
7097,Who else you know been hot this long?
7098,"(Oh yeah, we ain't finished)"
7099,Started from nothing but he got this strong
7100,(The Roc is in the building)
7101,"Built the Roc from a pebble, peddled rock before I met you"
7102,"Pedaled bikes, got my nephews pedal bikes because they special (Wooooo)"
7103,"Let you tell it, man, I'm falling"
7104,"Well, somebody must have caught him"
7105,"'Cause every fourth quarter, I like to Mike Jordan them"
7106,"Number one albums, what I got? Like four of them"
7107,"More of them on the way, the eighth wonder on the way"
7108,"Clear the way, I'm here to stay"
7109,"Y'all can save the chitter chat, this and that"
7110,"This is Jay, dissing Jay will get you maced"
7111,When I start spitting them lyrics niggas get very religious
7112,"Six Hail Marys, 'Please Father forgive us'"
7113,"Young the archbishop, the Pope John Paul of y'all niggas"
7114,They way y'all all follow Jigga
7115,Hov's a living legend and I'll tell you why
7116,Everybody wanna be Hov and Hov's still alive
7117,"Uh-uh, I'm tryna catch the beat, uh"
7118,I'm tryna to catch the beat
7119,"I'm tryna to catch the beat, uh uh, uh"
7120,I'm tryna to catch the beat
7121,"N-now, th-th-throw your motherfuckin' hands"
7122,(Get 'em high)
7123,All the girls pass the weed to yo' motherfuckin' man
7124,(Get 'em high)
7125,Now I ain't never tell you to put down your hands
7126,(Keep 'em high)
7127,And if you're losin' your high then smoke again
7128,(Keep 'em high)
7129,"N-n-n-now, my flow"
7130,"Is in the pocket like wallets, I got the bounce like hydraulics"
7131,"I can't call it, I got the swerve like alcohol-ics"
7132,My freshman year I was going through hella problems
7133,"'Til I, built up the nerve to drop my ass up out of college"
7134,"My teacher said I'se a loser, I told her ""Why don't you kill me?"""
7135,"I give a fuck if you fail me, I'm gonna fol-low my heart"
7136,"And if you follow the charts, or the plaques or the stacks"
7137,"You ain't gotta guess who's back, you see"
7138,I'm so Chi that you thought I was bashful
7139,But this bastard's flow will bash your skull
7140,"And I will, cut your girl like Pastor Tro'"
7141,"And I don't, usually smoke, but pass the 'dro"
7142,"And I won't, give you that money that you askin' for"
7143,Why you think me and Dame cool? We assholes
7144,That's why we hear your music in fast forward
7145,'Cause we don't wanna hear that weak shit no mo'
7146,"N-now, th-th-throw your motherfuckin' hands"
7147,(Get 'em high)
7148,All the girls pass the weed to your motherfuckin' man
7149,(Get 'em high)
7150,Now I ain't never tell you to put down your hands
7151,(Keep 'em high)
7152,"And if you're losin' yo' high, then smoke again"
7153,(Keep 'em high)
7154,"(""You've got mail!"") N-n-n-n-n-now who the hell is this"
7155,E-mailing me at 11:26?
7156,"Telling me that she 36-26, plus double-d"
7157,You know how girls on Black Planet be when they get bubbly
7158,At NYU but she hail from Kansas
7159,"Right now she just lampin', chillin' on campus"
7160,Sent me a picture with her feelin' on Candice
7161,Who said her favorite rapper was the late great Francis
7162,"W-H-I-T, it's getting late mami"
7163,"Your screen saver say tweet, so you got to ""call me"""
7164,"And bring a friend for my friend, his name Kweli"
7165,(You mean Talib? Lyrics sticks to your rib)
7166,I mean (That's my favorite CD that I play at my crib)
7167,"I mean (You don't really know him, why is you lyin'?)"
7168,"Yo Kwe, she don't believe me, please pick up the line"
7169,"She gon' think that I'm lyin', just spit a couple of lines"
7170,Then maybe I'll be able to give her dick all the time
7171,And get her high! Owww!
7172,"Yeah, I can't believe this nigga use my name for pickin' up dimes"
7173,"But never-mind, I need some tracks, you tryin' to pull tracks out"
7174,"And my rhymes is finna blow, you trying to blow backs out"
7175,"Well okay, you twisted my arm, I'll assist with the charm"
7176,"Ayo, ain't you meet that chick at that conference with your moms?"
7177,"And sister's the bomb, boy she got the bougie behavior"
7178,Always got something to say like a okay playa hater
7179,"Anyways, I don't usually fuck with the Internet"
7180,Or chicks with birth control stuck to they arm like Nicorette
7181,You really fuckin' that much or tryna get off cigarettes? (Keep 'em high)
7182,"If she think it's fly, she ain't met a real nigga yet"
7183,Now I apologize if I come off a little inconsiderate
7184,"I got the bubba kush and a sister could get a hit of it, yeah"
7185,"Yo, yo"
7186,Get 'em high like noon or the moon
7187,"Or a room filled with smoke, a hype-filled with dope"
7188,"Y'all assumed I was doomed, out of tune"
7189,But I still filled the notes with real nigga quotes
7190,"Real rappers is hard to find, like a remote"
7191,Control rap is out of
7192,"Used to, but still got love"
7193,That's why I abuse you who are not thugs
7194,"Rock clubs, it's like Tiger Woods in the hood"
7195,"Should have my own reality show, called Soul Survivor"
7196,I stole on live-er niggas than you
7197,You's a bitch I got ones that are thicker than you
7198,How could I ever let your words affect me?
7199,"They say hip-hop is dead, I'm here to resurrect me"
7200,Marsha's too sexy to even make songs like these
7201,"That's why the raw don't know your name, like Alicia Keys"
7202,"Too many featured emcees, and pro-ducers is popular"
7203,"Twelve thousand spins, nobody got to coppin' a"
7204,"Album, how come you the hot garbage of"
7205,The year? It's clear your image is looped up
7206,"Label got you souped up, tellin' you you sick"
7207,When you a dick with a loose nut
7208,Video hard to watch like Medusa
7209,"Even your club record need a booster, chimped up"
7210,"With a pimp cup, illiterate nigga, read the infra-"
7211,"Red across your head, I'm bred king like Simba"
7212,"Bolder than Denver, I ain't a Madd Rapper"
7213,Just a emcee with a temper
7214,"You dancin' for money like Honey, I did this my way"
7215,"So when the industry crash, I survive like Kanye"
7216,"Spittin' through wires and fires, emcees retirin'"
7217,"Got your hands up, get them motherfuckers higher then"
7218,"N-now, th-th-throw your motherfuckin' hands"
7219,"(Get 'em high, yeah)"
7220,All the girls pass the weed to your motherfuckin' man
7221,"(Get 'em high, mm-mm, uh-uh)"
7222,Now I ain't never tell you to put down your hands
7223,"(Keep 'em high, keep 'em high, keep 'em high, uh-uh)"
7224,And if you're losin' your high then smoke again
7225,(Keep 'em high)
7226,*Key*
7227,[G1] Girl #1
7228,[G2] Girl #2
7229,[G3] Girl #3
7230,[G1] Ay Wussup girl
7231,[G2] Heyy girl
7232,[G3] Hey How u doin'?
7233,"[G1] Ayy, you know I finally got my shit together been watchin' that workout plan gurl!!"
7234,[G2] Well you lookin' all good and stuff you got you a-
7235,"[G1] Girl, I know it's that workout"
7236,[G2] Got you a six pack Shakur and stuff
7237,[G1] Don't say it
7238,[G3] My nigga my nigga I'm tired of puttin' 1-8-7 in my nigga's pager that shit ain't workin' no more
7239,"[G1] Girl you know I'ma video hofesional now (Girl) since I copped this new workout plan my shit is right, rollin' in Lexus, Acuras, everything girl"
7240,"[G3] Girl, you need to let me know where I can cop that, how much is it?"
7241,"[G1] Girl, you know you ain't gotta pay nothin' around me, I'm the bootleg queen I'll give it to you for Free.99"
7242,[G2 & G3] FREE.99?!
7243,"[G3] That's my dawg, you always lookin' out for us"
7244,"[G2] My nigga, now I can throw away my bus pass and shit oh my God"
7245,"[G3] Oh, shit"
7246,You just popped in the Kanye West
7247,Get Right for the Summer workout tape
7248,And ladies if you follow these instructions exactly
7249,"You might be able to pull you a rapper, a NBA player"
7250,"Man, at least a dude with a car"
7251,"So, first of all, we gonna work on the stomach"
7252,Nobody wants a little tight ass
7253,"1, and 2, and 3, and 4, and get them sit ups right, and"
7254,Tuck your tummy tight and do your crunches like this
7255,"Give head, stop, breathe, get up, check your weave"
7256,Don't drop the blunt and disrespect the weed
7257,Pick up your son and don't disrespect your seed
7258,It's a party tonight and ooh she's so excited
7259,"Tell me who's invited: you, your friends and my dick"
7260,(AH!) What's scary to me is
7261,Henny makes girls look like Halle Berry to me
7262,"So excuse me miss, I forgot your name"
7263,"Thank you, God bless you, good night I came, I came, I came"
7264,It's been a week without me
7265,And she feel weak without me
7266,She wanna talk it out but
7267,Ain't nothing to talk about
7268,Unless she's talking about freaking out
7269,Then maybe we can work it out
7270,"Work it out, work it out"
7271,"Work it out, work it out now"
7272,Maybe we can work it out
7273,"Oh, girl, your silhouette make me wanna light a cigarette"
7274,"My name Kanye from the Jigga set, Twista said ""Get It Wet"""
7275,Ooh girl your breath is harsh!
7276,Cover your mouth up like you got SARS
7277,Off them tracks yea I bought them cars
7278,"Still, kill a nigga on 16 bars"
7279,"We ain't sweating to the oldies, we juking to a cold beat"
7280,Maybe one day girl we can bone
7281,So you can brag to all your homies now
7282,"But I still mess with a big girl, if you ain't fit girl, I'll still hit girl"
7283,"1 and, you brought 2 friends, ok, 3 more now hop in the Benz"
7284,"4-door: do you know the difference between a 5, 6, 7, 8?"
7285,"All the mocha lattes, you gotta do Pilates"
7286,You gotta pop this tape in before you start back dating
7287,"Hustlers, gangstas, all us ballas"
7288,It's been a week without me
7289,And she feel weak without me
7290,She wanna talk it out but
7291,Ain't nothing to talk about
7292,Unless she's talking about freaking out
7293,Then maybe we can work it out
7294,"Work it out, work it out"
7295,"Work it out, work it out now"
7296,Maybe we can work it out
7297,"Hi, my name is Jill, I just want to say thanks to Kanye's workout plan. I was able to pull a NBA player. And like now I shop every day on Rodeo Drive. I just want to say, thank you Kanye! Woooo! Woooo! Woooo!"
7298,"My name is Lasandra, and I just want to say that ever since listening to Kanye's workout tape, I was able to get my phone bill paid, I got sounds and 13's put up in my Cavalier and I was able to get a free trip to Cancun. And what's most importantly is that I ain't gotta fuck with Ray-Ray's broke ass no mo'"
7299,Work it (mo')
7300,Juke it (mo') Pump it (mo')
7301,Chi-Town (mo') Let's go (mo')
7302,"My name is Ella-May from Mobile, Alabama, and I just want to say since listening to Kanye's workout tape, I been able to date outside the family, I got a double wide, and I rode a plane, rode a plane, rode a plane"
7303,Thanks to Kanye's workout plan
7304,I'm the envy of all my friends
7305,See I pulled me a baller man
7306,And I ain't gotta work at the mall again
7307,(Lemme break ya wit' a piece of)
7308,My favorite work out plan (oh! oh! oh!)
7309,I wanna see you work out
7310,"(Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah)"
7311,I wanna see you work out
7312,(It's like that old Michael Jackson shit)
7313,"That's right, put in work, move your ass, go berserk"
7314,"Eat your salad, no dessert, get that man you deserve"
7315,It's Kanye's workout plan
7316,I said it's Kanye's workout plan (Ladies and gentlemen)
7317,It's Kanye's workout plan (Allow myself to introduce myself)
7318,"His workout plan (This time around, I want y'all to clap like this)"
7319,"That's right, put in work"
7320,"Move your ass, go berserk"
7321,"Eat your salad, no dessert"
7322,Get that man you deserve (Stop!)
7323,"It's Kanye's workout plan (Okay, breathe)"
7324,I said it's Kanye's workout plan (I know y'all ain't tired)
7325,It's Kanye's workout plan (But I hope not 'cuz on this one I need ya)
7326,"His workout plan (To give me a soul clap, okay?)"
7327,(Double time)
7328,"That's right, put in work (Woo!)"
7329,"Move your ass, go berserk (Ow!)"
7330,"Eat your salad, no dessert (Ugh!)"
7331,Get that man you deserve
7332,"That's right, put in work (Put in work)"
7333,"Move your ass, go berserk (Go wizzerk)"
7334,"Eat your salad, no dessert (No dessert)"
7335,"Get that man you deserve (You hear, ugh)"
7336,"That's right, put in work (That's right put in work)"
7337,"Move your ass, go berserk (Go wizzerk)"
7338,"Eat your salad, no dessert (Eat your salad, no dessert)"
7339,Get that man you deserve (Woo!)
7340,"(Okay, okay, okay, that's, that'd be good)"
7341,(I appreciate your time)
7342,I want to see you work out for me
7343,"Whoa, yeah, whoa yeah"
7344,"Do-do-do-do-do-do-do-do-do-do, yo"
7345,"Kanye, it's Foxx, man"
7346,I'm just sayin' I was talkin' to the girls you know
7347,And we don't put enough emphasis on the ladies sometime
7348,"You know, I was talkin' to this girl"
7349,She was talkin' about the music all fast in the club you know
7350,She gotta drink water 'cause she thirsty
7351,She danced like 92 hundred songs back to back
7352,With ain't nobody really try to find out what she feelin'
7353,Like how she feel... you know what she told me?
7354,"(Are you gonna be?) Check it out, this is what she said"
7355,"(Say that you're gonna be) Ooh, ooh, ooh, ooh, oooh"
7356,"She said she want some Marvin Gaye, some Luther Vandross"
7357,A little Anita will definitely set this party off right
7358,"(Are you gonna be, are you gonna be, are you gonna be"
7359,"Are you gonna be, are you gonna be, well well well well)"
7360,"She said she want some Ready for the World, some New Edition"
7361,Some Minnie Riperton will definitely set this party off right
7362,"(Are you gonna be, are you gonna be, are you gonna be"
7363,"Are you gonna be, are you gonna be, well well well well)"
7364,It definitely will!
7365,You know what I told her?
7366,"I told her to drive over in yo new whip, bring some friends you cool wit"
7367,"I'ma bring the cool whip, then I want you to strip"
7368,"See you is my new chick, so we get our grind on"
7369,"She be grabbin', callin' me Biggie like Shyne home"
7370,"Man I swear she fine homes, why she always lyin' though?"
7371,"Tellin' me them diamonds, when she know they rhinestones"
7372,She got a light-skinned friend look like Michael Jackson
7373,Got a dark-skinned friend look like Michael Jackson
7374,"I played Ready for the World, she was ready for some action"
7375,My dog said you ain't no freak so you 'bout to prove my man wrong
7376,"I'ma play this Vandross, you gon' take yo pants off"
7377,"I'ma play this Gladys Knight, me and you gon' get right"
7378,"She said she want some Marvin Gaye, some Luther Vandross"
7379,A little Anita will definitely set this party off right
7380,"(Are you gonna be, are you gonna be, are you gonna be"
7381,"Are you gonna be, are you gonna be, well well well well)"
7382,"She said she want some Ready for the World, some New Edition"
7383,Some Minnie Riperton will definitely set this party off right
7384,"(Are you gonna be, are you gonna be, are you gonna be"
7385,"Are you gonna be, are you gonna be, well well well well)"
7386,"Smokey Robinson, Smokey Robinson"
7387,"Freddie Jackson, everything, everything (Well well well well)"
7388,"Smokey Robinson, Ashford & Simpson (Are you gonna be)"
7389,"Set the party, really set the party off right"
7390,"Yes it will, yes it will (Well well well well)"
7391,"Al Green, oh! Al Green, ohh yeah!"
7392,Oooh!!!
7393,Whatcha know about the Isley Brothers?
7394,"Now Kanye, I know I told you to slow it down, baby"
7395,"It's good, it's all good, it's beautiful"
7396,But now I need you to do it faster baby
7397,"Can you please? Do it faster, baby, do it faster!"
7398,"Damn, baby; I can't do it that fast... but I know somebody who can, Twista!"
7399,Got you looking at the glist on my hands and wrist
7400,While I'm layin' back and smoking on my cannabis
7401,When it come to rockin' the rhythm like Marvin and Luther
7402,I can tell you ain't no messin' with Kan Man and Twist
7403,"In the Chi and I be sippin' Hennessy, play some R&B"
7404,"While I smoke a b, you can preferably find that I'm a G"
7405,And all this (Well well well well)
7406,Come wit me and sip on some Evelyn Champagne
7407,You ain't know Twista could work it like the Whispers?
7408,"Hit the stop light, move it to some Isleys"
7409,Rims still movin' so I bump a lil' Spinners
7410,"While I'm smoking on a b, dippin' through the streets"
7411,Bumpin' R&B and I got the heat on the 23's
7412,And I do it (Well well well well)
7413,Wit my Earth in the Wind smoking Fire
7414,Let me get ya sheets wet listenin' to Keith Sweat
7415,Put you in a daze wit Maze
7416,Fulfilling our every temptation
7417,"Slow jammin', havin' deep sex"
7418,"You ready for the world girl, come on go wit me"
7419,I touch you all over your body baby don't say no to me
7420,And every moment be controlling me
7421,I'm lovin' the way you be holdin' me when I be listenin' to Jodeci
7422,And when I come over and bend ya ass
7423,You be bumpin' Teddy Pendergrass
7424,"I done hit it from the back, to the melody and rode it slow"
7425,"Now I got to go up in it fast, but I'ma finish last"
7426,No matter how much of a thug you see
7427,"I still spit it like it's R&B, come to the club wit' me"
7428,And when some Luther come on I hope you feelin' me
7429,"And still will be in love wit' me, Chi ride"
7430,"She said she want some Marvin Gaye, some Luther Vandross"
7431,A little Anita will definitely set this party off right
7432,"(Are you gonna be, are you gonna be, are you gonna be"
7433,"Are you gonna be, are you gonna be, well well well well)"
7434,"She said she want some Ready for the World, some New Edition"
7435,Some Minnie Riperton will definitely set this party off right
7436,"(Are you gonna be, are you gonna be, are you gonna be"
7437,"Are you gonna be, are you gonna be, well well well well)"
7438,"She said she want some Marvin Gaye, some Luther Vandross"
7439,A little Anita will definitely set this party off right
7440,"(Are you gonna be, are you gonna be, are you gonna be"
7441,"Are you gonna be, are you gonna be, well well well well)"
7442,"She said she want some Ready for the World, some New Edition"
7443,Some Minnie Riperton will definitely set this party off right
7444,"(Are you gonna be, are you gonna be, are you gonna be"
7445,"Are you gonna be, are you gonna be, well well well well)"
7446,"Yeah, breathe in, breathe out"
7447,"If ya iced up, pull ya sleeves out"
7448,"Push a big truck, pull ya keys out"
7449,Girls go wild and pull ya D's out
7450,"Breathe in, breathe out"
7451,"Let them hoes fight, pull her weave out"
7452,"If a nigga act up, pull a Desert E's out"
7453,"When I pull the piece out niggas like ""Peace out!"""
7454,"Golly, more of that bullshit ice rap"
